hour,price,category,frequency,is_essential,deliberation_minutes,on_wishlist,impulse_level
7,386.41,beauty,16,0,280,1,1
21,104.03,entertainment,16,0,2,0,3
18,392.47,entertainment,4,0,2,0,3
21,81.08,clothing,5,1,78,1,0
11,477.88,electronics,11,1,4,0,1
10,151.41,clothing,17,0,1,0,3
21,283.97,home,7,1,243,0,0
20,231.83,home,17,1,4072,1,0
3,198.91,clothing,7,0,95,0,2
7,265.45,beauty,2,1,21,0,1
9,115.58,food,20,1,9,0,1
0,248.4,beauty,9,0,53,0,2
18,481.08,entertainment,11,0,2,0,3
12,80.54,home,16,0,349,1,0
16,304.79,entertainment,6,0,517,1,1
10,317.76,clothing,1,1,74,1,0
4,116.11,electronics,2,1,1,0,3
14,427.29,clothing,6,0,8,0,3
16,284.11,clothing,9,1,1,0,1
20,87.17,home,1,1,31,0,0
13,26.51,home,4,0,173,1,0
4,246.46,home,10,0,192,0,2
19,21.65,home,13,0,437,0,1
10,74.56,entertainment,20,0,8,0,3
9,154.86,food,1,1,1,0,0
8,348.57,food,9,1,180,0,0
6,363.47,food,15,1,26,1,0
11,25.57,clothing,4,0,49,1,1
4,193.23,entertainment,19,0,23,0,2
3,304.12,food,19,1,270,1,0
0,135.53,clothing,17,0,40,0,3
3,408.22,home,5,0,9,0,3
12,478.42,beauty,20,0,143,1,0
15,207.56,home,7,1,1,0,0
7,134.61,electronics,3,1,1834,1,0
3,59.88,home,4,1,34,0,1
10,461.21,beauty,8,0,16,0,3
14,437.57,beauty,1,0,8,0,3
16,183.77,clothing,19,0,21,0,2
12,229.35,electronics,17,0,12707,1,0
0,102.98,electronics,12,0,2789,1,1
10,239.53,food,15,1,7,0,2
19,138.05,clothing,15,0,25,1,1
6,429.64,entertainment,9,0,1,0,3
19,460.95,home,15,1,2,0,2
7,306.19,beauty,8,0,13,0,2
19,148.02,food,13,0,722,1,0
12,13.38,food,14,1,2,0,3
7,470.45,beauty,18,1,7,0,1
12,124.51,beauty,2,1,3,0,1
19,205.99,electronics,10,0,1393,1,0
10,116.8,clothing,13,0,733,1,0
8,223.2,home,13,1,265,1,0
17,192.39,beauty,19,0,17,0,3
16,129.9,clothing,15,1,39,0,2
12,405.02,clothing,2,0,54,0,3
14,6.94,clothing,15,0,35,0,3
7,328.65,electronics,19,0,216,0,2
6,408.86,clothing,15,0,111,1,0
2,223.96,home,14,0,28,0,2
8,309.96,food,3,1,806,1,0
11,170.42,home,14,1,2212,1,0
7,334.46,home,10,0,13,0,3
22,463.18,electronics,6,1,319,0,0
15,389.2,clothing,7,0,529,1,1
0,438.83,clothing,10,0,42,0,3
18,94.16,beauty,13,0,2757,1,0
12,360.23,beauty,20,0,8,0,3
7,56.36,entertainment,7,0,50,0,3
13,348.76,food,9,1,220,0,0
4,464.9,food,18,1,270,0,1
12,429.62,beauty,8,0,1629,1,1
15,331.13,entertainment,18,0,2495,1,1
22,43.73,food,9,1,10,0,0
15,459.12,entertainment,15,0,37,0,2
11,185.1,beauty,4,0,122,1,0
10,233.94,food,4,1,202,1,0
4,172.81,entertainment,19,0,608,1,1
11,376.31,entertainment,10,0,170,0,2
17,348.51,entertainment,1,0,123,1,1
20,324.71,electronics,16,1,1019,0,1
19,360.09,electronics,5,0,9,0,2
3,363.53,entertainment,13,0,12,0,3
4,184.25,food,20,1,9,0,1
10,16.81,food,13,0,112,1,1
21,44.7,clothing,2,1,3466,1,0
2,210.56,home,15,1,1106,1,0
8,484.13,beauty,20,0,3315,1,1
2,428.43,clothing,2,0,134,0,2
4,329.3,food,17,1,77,0,1
12,416.94,home,2,0,110,0,2
22,410.86,entertainment,16,0,22,0,3
6,41.42,electronics,9,0,95,0,1
14,474.6,food,14,1,3,0,1
10,363.7,clothing,20,1,1,0,2
16,275.74,food,1,1,182,0,0
16,364.98,entertainment,10,0,182,1,1
20,316.7,beauty,8,0,115,1,1
13,134.59,clothing,14,0,14,0,3
6,161.85,beauty,20,0,1,0,3
14,220.1,clothing,8,1,1,0,1
21,38.52,home,8,0,226,0,1
4,395.26,home,5,0,7,0,3
12,403.5,clothing,6,0,170,0,2
14,293.67,home,20,1,78,0,0
5,468.46,electronics,6,0,316,0,3
8,132.78,beauty,17,0,56,0,1
23,316.75,beauty,18,0,174,1,2
3,41.82,food,8,1,214,1,0
19,355.23,clothing,11,0,65,0,2
10,162.05,electronics,20,0,21,0,2
1,386.61,entertainment,6,0,13,0,3
19,30.8,electronics,19,1,2349,1,0
22,366.22,entertainment,8,0,47,1,1
5,443.73,entertainment,13,0,279,1,1
6,165.38,electronics,3,0,432,1,0
19,163.14,beauty,20,0,398,0,2
14,385.93,beauty,15,0,13,0,2
6,302.81,electronics,16,0,419,1,1
11,38.39,beauty,5,0,72,0,1
21,47.24,clothing,16,0,8,0,2
14,10.87,beauty,17,0,1,0,2
12,479.13,entertainment,14,0,38,1,2
17,149.37,food,7,1,7,0,1
17,26.27,entertainment,8,1,2,0,0
22,77.35,food,9,0,410,0,1
16,235.84,food,4,1,8,0,0
22,263.24,food,3,1,140,0,1
22,216.25,electronics,10,0,116,1,0
0,238.61,clothing,3,0,576,0,2
17,150.99,home,16,1,13,0,1
13,342.53,food,16,1,1,0,1
6,316.47,electronics,3,1,38,0,1
10,179.97,clothing,1,1,13,1,0
2,21.02,clothing,20,0,6,0,3
8,356.45,food,14,1,324,1,0
1,11.37,entertainment,1,0,744,1,0
7,164.51,food,17,1,130,0,1
6,336.48,beauty,5,0,10,0,3
6,497.9,electronics,7,0,451,0,2
18,75.07,home,1,0,4,1,1
13,356.18,food,4,1,98,0,1
13,308.05,home,16,0,2581,1,1
7,107.14,clothing,9,0,116,0,2
2,471.72,entertainment,4,0,8031,1,1
14,7.12,beauty,18,0,1,0,3
10,278.4,clothing,11,0,724,1,1
13,153.17,home,14,0,62,1,0
0,295.24,electronics,4,1,132,1,0
0,328.83,entertainment,20,0,473,0,3
3,366.75,food,4,1,1970,1,0
10,189.38,beauty,8,0,29,1,0
17,468.05,electronics,17,0,273,1,0
14,325.72,beauty,10,0,22,0,3
23,33.35,beauty,10,0,110,0,2
10,374.35,beauty,7,0,23,1,1
3,48.04,electronics,6,0,430,1,1
21,220.52,food,15,1,6,0,2
17,92.7,clothing,8,1,35,0,1
17,295.84,food,1,1,129,0,0
17,445.99,home,1,0,6,0,2
3,419.2,entertainment,3,0,5,0,3
9,414.27,food,6,1,4,0,1
11,478.85,electronics,10,0,347,1,0
5,27.37,beauty,12,0,8,0,3
14,250.48,home,3,1,465,1,0
14,494.77,home,8,1,400,1,0
10,236.53,food,15,1,91,1,0
21,56.52,entertainment,1,0,1,0,3
11,484.15,home,15,0,75,1,0
3,439.71,beauty,6,0,9,0,3
6,192.56,home,20,0,176,1,0
16,101.9,entertainment,14,0,3476,1,1
21,256.26,home,17,1,6,0,1
0,345.0,entertainment,9,0,4760,1,1
3,375.11,beauty,19,0,5,0,3
18,442.51,home,5,1,6,0,1
10,349.49,clothing,8,1,1,0,1
23,272.8,home,12,0,116,1,1
11,368.27,home,20,1,9,0,1
3,275.32,electronics,8,0,254,0,2
22,125.14,beauty,19,1,264,1,0
7,250.74,electronics,20,0,3,0,3
23,328.47,electronics,9,1,13,0,1
20,331.43,electronics,9,1,3,0,1
14,204.48,food,14,1,38,0,0
10,145.98,food,10,1,146,0,0
18,59.02,entertainment,1,0,14,0,1
7,173.74,beauty,17,0,19,0,2
10,477.63,beauty,19,0,18,0,3
19,353.5,home,14,1,28,0,1
14,256.15,food,16,1,4,0,2
17,40.66,entertainment,17,0,269,0,2
9,340.21,entertainment,7,0,79,0,2
21,53.44,beauty,15,0,3390,1,0
21,320.23,food,11,1,76,0,1
0,248.51,home,7,1,54,1,0
6,102.7,beauty,17,0,112,1,0
6,207.36,home,20,1,7,0,2
10,342.65,clothing,6,1,113,0,1
4,465.2,beauty,13,0,114,1,1
7,160.21,beauty,11,0,2903,1,1
14,82.16,home,2,1,23,0,1
7,137.58,entertainment,3,0,18,0,2
10,443.68,home,8,0,243,1,0
11,348.96,clothing,5,1,1,0,1
15,129.48,food,14,0,146,1,0
11,283.98,entertainment,13,0,100,1,0
17,284.04,beauty,20,1,1,0,2
15,340.12,clothing,14,0,17,0,2
12,56.17,food,6,1,3,0,1
17,326.31,beauty,1,0,178,1,0
13,280.94,electronics,8,0,17,0,2
11,188.01,electronics,19,1,46,1,0
13,110.06,electronics,14,1,4,0,1
17,304.83,beauty,10,0,382,1,0
20,72.76,entertainment,7,0,2,0,2
8,340.8,entertainment,2,1,4619,1,0
23,413.28,entertainment,19,0,592,0,3
4,474.28,entertainment,19,1,21,0,1
5,79.09,home,15,1,126,1,0
0,203.2,entertainment,20,1,2,0,2
14,16.76,beauty,3,0,8,0,3
5,24.14,food,19,1,70,1,0
19,21.42,entertainment,20,0,585,1,0
3,194.28,beauty,3,0,1130,1,0
7,378.68,food,19,1,1,0,2
2,371.61,food,19,0,2,0,3
19,77.62,clothing,11,1,79,0,1
5,90.8,entertainment,2,0,125,0,3
4,442.81,home,8,0,5,0,3
8,95.01,clothing,11,1,4,0,3
15,368.99,home,15,0,5,0,3
4,35.76,food,5,1,108,0,1
22,374.91,clothing,3,0,147,1,1
18,278.94,electronics,9,0,1,0,2
16,291.9,food,9,1,681,1,0
18,211.39,beauty,1,0,1,0,2
8,222.78,beauty,9,0,4,0,3
5,184.08,food,15,1,35,0,1
15,249.93,home,9,1,1046,1,0
22,351.04,electronics,14,1,68,0,1
1,497.03,clothing,5,0,42,0,3
19,229.61,food,18,1,6286,1,0
1,398.8,food,17,1,94,1,0
12,345.07,clothing,13,1,90,0,1
0,174.09,entertainment,3,0,177,0,2
1,170.67,beauty,13,0,12,1,2
6,41.76,beauty,13,0,8,0,3
18,419.87,beauty,3,0,132,0,2
6,449.3,food,9,1,561,0,0
7,491.58,beauty,9,1,1029,1,0
0,46.95,home,3,0,16,0,2
8,280.3,home,15,1,6,0,1
15,5.58,home,13,1,1,0,2
11,89.42,entertainment,15,0,38,0,3
1,238.29,electronics,2,1,1321,1,0
17,291.6,beauty,15,0,1,0,3
4,325.82,electronics,14,1,2134,1,0
2,50.34,home,1,1,175,0,0
3,250.7,beauty,12,1,200,1,0
11,28.79,electronics,10,0,370,1,0
20,118.67,beauty,20,0,550,1,0
21,90.21,entertainment,12,0,15,0,2
15,138.17,entertainment,11,0,132,0,2
13,164.04,beauty,15,0,310,1,0
5,176.54,entertainment,20,0,54,1,2
20,87.05,electronics,3,0,927,1,0
23,109.54,electronics,2,0,92,0,2
11,50.99,food,8,1,25,0,1
19,384.84,entertainment,14,0,558,1,0
18,386.87,beauty,20,0,41,0,3
23,339.65,entertainment,1,0,163,1,1
15,384.58,entertainment,10,0,33,1,1
11,262.88,home,13,1,108,1,0
8,296.17,clothing,17,1,15,0,2
10,254.14,food,10,1,27,0,0
14,131.47,electronics,1,0,7,0,1
13,108.5,electronics,12,0,288,1,1
14,369.64,clothing,4,0,400,1,1
1,455.97,home,12,0,369,0,2
17,128.89,beauty,14,0,13,0,3
21,497.76,electronics,20,1,3521,1,0
7,181.7,home,14,1,43,0,1
1,410.27,entertainment,7,0,104,0,2
17,9.12,clothing,5,1,3,0,1
8,81.66,home,16,0,171,1,0
10,426.52,electronics,18,0,1,0,3
16,435.52,entertainment,18,0,1,0,3
4,484.35,electronics,16,0,2714,1,1
23,272.22,entertainment,10,0,258,1,1
18,127.71,entertainment,4,0,383,0,2
8,342.69,food,3,1,141,1,0
5,252.02,home,2,0,75,1,0
4,312.64,food,14,1,5,0,2
13,311.74,home,17,0,6,0,2
17,264.74,entertainment,11,0,69,1,1
8,442.32,electronics,3,1,1530,1,0
19,463.47,food,19,0,59,0,2
13,497.39,clothing,11,0,283,0,2
22,229.57,beauty,3,0,31,0,2
8,191.55,food,17,1,4,1,1
8,421.54,home,10,0,53,0,2
7,213.86,beauty,12,0,17,0,3
2,490.69,entertainment,18,0,164,1,2
4,352.11,food,2,0,1,0,3
0,330.33,electronics,20,1,936,1,0
10,484.06,clothing,13,1,42,0,1
14,319.65,electronics,8,1,94,1,0
14,480.31,food,16,1,78,0,0
20,85.17,electronics,15,0,882,1,0
6,431.48,clothing,5,0,302,1,0
22,12.1,home,6,1,3,0,2
1,453.55,entertainment,3,0,21,0,3
11,313.18,home,11,1,338,1,0
11,219.34,beauty,10,1,48,0,1
5,316.1,home,17,1,2078,1,0
5,457.86,home,18,1,45,0,2
10,417.92,home,9,1,74,0,0
19,265.36,electronics,6,0,167,0,1
22,421.15,electronics,15,0,87,1,0
1,125.06,beauty,8,0,140,1,1
19,272.5,entertainment,3,0,1,0,3
5,108.76,food,1,1,41,0,2
12,263.86,electronics,5,0,28,0,1
23,242.86,entertainment,5,0,2,0,2
21,390.01,food,16,1,6,0,1
12,490.87,beauty,8,0,1,0,3
15,227.17,food,9,1,55,1,0
23,8.59,food,18,1,2386,1,0
20,318.48,beauty,12,0,142,1,1
13,90.87,beauty,5,0,1,0,3
14,252.35,beauty,2,1,361,1,0
10,267.72,beauty,19,0,64,1,0
4,389.09,food,5,1,84,1,0
14,461.78,clothing,10,0,8,0,3
1,382.83,food,11,1,1078,1,0
13,263.0,beauty,8,0,284,0,1
14,326.37,electronics,4,1,1,0,2
17,271.03,clothing,12,0,1878,0,2
9,202.87,beauty,15,0,59,1,1
10,193.16,clothing,10,0,343,1,0
21,464.08,electronics,14,0,1543,1,1
5,357.28,home,3,0,68,1,0
17,303.13,electronics,18,0,75,0,2
0,10.23,entertainment,6,0,33,0,3
10,293.43,home,9,0,9,0,2
1,246.65,clothing,18,0,2,1,2
2,68.74,beauty,2,0,92,0,2
18,258.27,beauty,4,0,7,0,2
15,50.1,entertainment,5,0,1817,1,0
13,277.11,clothing,11,0,104,0,1
2,23.9,beauty,1,0,317,1,0
6,107.32,electronics,7,1,11,0,0
4,319.76,entertainment,16,0,10,0,3
2,499.0,entertainment,12,0,1,0,3
11,234.03,home,10,1,52,0,0
18,174.91,home,12,0,1572,1,0
10,165.48,beauty,8,0,148,1,0
18,356.49,clothing,15,1,308,0,1
9,449.3,home,8,0,49,0,2
22,159.91,beauty,12,0,53,0,3
14,447.64,home,17,1,147,0,0
12,326.81,clothing,3,0,77,0,2
2,153.19,electronics,16,1,862,1,0
4,34.72,food,2,1,182,0,0
15,317.18,home,9,1,1056,1,0
23,388.43,food,10,0,101,1,0
23,184.38,food,6,1,359,1,0
5,370.22,electronics,10,1,112,0,0
18,104.14,entertainment,8,0,4580,0,2
0,290.06,clothing,6,0,272,1,1
17,451.08,electronics,6,1,36,0,0
18,286.25,beauty,1,0,29,0,2
19,456.98,clothing,5,0,16,0,3
4,165.83,entertainment,1,0,1,0,3
2,477.63,clothing,7,0,27,0,3
23,488.81,electronics,17,0,13,0,3
6,111.1,beauty,20,0,237,1,1
14,216.62,entertainment,3,0,2824,1,0
4,62.41,clothing,5,1,556,1,0
2,442.01,beauty,7,0,238,0,2
1,50.67,home,10,1,2765,1,0
16,475.64,clothing,18,0,3,0,3
2,291.31,beauty,14,0,255,1,1
6,62.92,home,4,0,1,0,2
1,259.0,clothing,7,1,202,1,0
17,364.89,beauty,7,1,6,0,1
7,381.39,beauty,13,0,18,0,2
22,440.6,clothing,16,1,37,0,3
6,346.94,home,3,0,35,0,2
15,148.83,electronics,1,1,179,0,1
5,16.35,food,9,0,6668,1,0
11,217.78,entertainment,3,0,4,0,3
12,175.75,beauty,16,0,82,0,2
4,182.26,beauty,15,0,6863,1,1
12,379.17,food,4,1,47,0,0
21,251.24,beauty,17,0,9926,1,0
21,373.45,clothing,11,0,10,0,3
14,488.39,clothing,7,0,5,0,3
12,430.56,food,2,1,7,0,0
0,11.76,home,20,1,4,0,3
12,201.62,home,8,0,1216,1,0
7,113.01,entertainment,2,1,2358,1,0
21,162.55,clothing,1,0,1,0,2
2,140.8,clothing,18,0,120,1,1
6,152.63,clothing,13,0,11,0,2
15,150.11,beauty,18,0,31,0,3
19,438.26,food,8,1,4,0,0
0,421.16,entertainment,6,0,2,0,3
10,457.1,beauty,5,0,12,0,2
10,372.63,electronics,11,0,193,1,0
19,385.8,home,14,0,15,0,2
9,262.09,food,8,1,3,0,0
6,276.16,entertainment,7,0,14,0,2
20,100.29,food,18,1,1572,1,0
7,208.54,entertainment,12,0,17,0,2
8,261.04,beauty,16,0,713,1,1
12,119.29,clothing,5,1,499,1,0
14,169.79,food,19,1,803,1,0
3,133.77,home,10,1,492,1,0
23,389.25,electronics,3,1,122,1,0
3,354.83,beauty,7,0,40,0,3
2,209.97,entertainment,4,0,863,1,1
0,430.58,entertainment,3,0,1,0,3
12,375.52,clothing,11,0,31,0,3
8,192.65,electronics,9,1,20160,1,0
7,192.99,electronics,8,0,358,1,0
8,404.44,food,10,1,7,0,1
20,344.56,electronics,11,0,477,1,0
13,395.02,clothing,1,1,267,1,0
2,50.89,entertainment,5,0,320,0,2
7,484.49,entertainment,19,0,53,1,2
4,346.78,beauty,15,0,449,0,3
12,399.93,food,18,1,87,0,1
1,471.44,electronics,15,1,22,0,2
6,133.03,beauty,20,0,5,0,3
11,21.41,clothing,3,1,286,0,0
8,428.79,clothing,8,1,3,0,2
8,283.18,food,16,1,287,1,0
22,212.89,entertainment,19,0,8,0,3
10,438.76,clothing,10,0,1,0,3
11,131.27,home,13,1,128,1,0
4,418.48,beauty,16,0,32,0,3
11,423.15,food,16,1,2,0,1
0,60.56,beauty,3,0,19,0,3
8,156.49,home,10,0,970,1,0
5,120.95,beauty,4,0,52,0,2
17,117.84,food,14,1,1,0,1
19,245.77,clothing,2,1,13,0,1
14,280.31,clothing,5,0,110,0,2
20,329.78,entertainment,13,0,67,0,2
7,25.27,electronics,19,1,50,1,0
22,460.9,electronics,6,0,57,0,1
7,160.12,electronics,5,0,3,0,2
17,104.99,food,16,1,25,0,1
15,357.91,entertainment,16,0,18,0,3
21,108.02,food,14,1,317,1,0
20,230.89,beauty,16,1,154,1,0
16,282.38,beauty,3,0,42,0,2
14,480.09,beauty,17,0,126,1,2
23,468.32,entertainment,19,0,10,0,3
3,42.65,entertainment,9,0,5,0,2
2,484.08,home,17,1,44,0,2
14,184.8,electronics,6,0,424,1,0
15,110.38,beauty,17,0,18,0,2
10,485.18,food,8,1,10,0,1
15,485.39,home,16,1,531,1,0
17,282.45,clothing,5,0,284,1,0
3,82.63,beauty,18,0,1,0,3
5,378.7,entertainment,16,0,1,0,3
19,207.5,entertainment,14,0,356,1,1
13,183.49,beauty,7,0,269,1,0
18,325.06,electronics,15,1,15,1,0
21,267.16,clothing,1,0,32,1,0
23,238.83,beauty,19,0,304,1,2
1,406.32,entertainment,17,0,42,0,3
16,377.15,entertainment,14,0,19,0,3
7,86.29,entertainment,2,0,6,0,3
16,121.12,home,9,1,1,0,1
22,220.42,beauty,10,0,9,0,3
21,92.12,entertainment,12,0,137,0,1
9,338.23,electronics,11,1,6,0,1
13,238.09,electronics,9,1,1,0,0
5,253.56,entertainment,19,0,2650,0,3
11,6.73,clothing,7,0,929,0,2
4,35.2,entertainment,6,0,4,0,3
7,33.88,food,13,1,65,0,1
11,90.06,electronics,15,1,169,1,0
22,380.67,entertainment,9,0,20160,1,1
12,117.41,clothing,14,0,247,1,1
4,139.52,entertainment,16,0,280,1,1
22,281.2,entertainment,19,0,2780,1,1
23,400.28,food,13,1,1,0,2
19,465.7,food,5,1,201,1,0
8,69.11,home,12,0,2337,1,0
16,119.28,food,8,1,59,1,0
10,376.7,food,4,1,20,0,1
22,238.41,beauty,2,1,9,0,2
9,75.57,food,9,0,165,1,0
23,225.66,electronics,7,1,1,0,1
6,342.99,beauty,18,0,5,0,3
17,144.06,entertainment,3,0,3,0,3
17,314.84,clothing,9,0,31,0,3
18,264.26,beauty,12,0,250,0,2
3,241.37,entertainment,19,0,7,0,3
20,315.78,electronics,12,0,281,1,0
9,365.31,beauty,5,1,60,0,1
22,271.99,food,15,1,980,1,0
9,19.91,food,5,1,833,0,0
20,485.01,home,14,1,2098,1,0
6,135.22,food,17,0,2386,1,1
18,23.82,home,15,0,150,0,2
21,337.7,food,7,1,148,1,0
7,86.67,home,17,1,18,0,2
21,213.2,electronics,12,0,10,0,2
23,19.78,electronics,1,1,108,0,0
23,326.43,entertainment,2,0,279,0,1
9,249.64,entertainment,3,0,1,0,2
18,340.88,entertainment,8,0,3,0,3
23,309.74,beauty,1,0,623,1,1
9,77.59,entertainment,13,0,986,1,0
11,285.16,entertainment,8,0,1,0,3
6,288.52,entertainment,8,0,156,1,0
10,458.89,electronics,1,1,140,0,1
10,395.0,electronics,14,1,452,0,1
20,187.16,clothing,16,1,70,0,2
1,31.52,beauty,3,1,154,1,0
14,470.31,entertainment,13,0,34,0,3
5,178.71,entertainment,15,0,29,0,3
5,89.16,beauty,7,0,31,0,2
8,284.32,home,3,1,3561,1,0
3,292.23,clothing,20,1,246,0,1
13,201.18,beauty,1,0,2354,1,1
23,81.35,electronics,10,0,47,0,2
17,443.85,beauty,7,0,46,0,1
19,184.72,electronics,3,0,25,0,1
1,394.51,home,1,1,28,0,0
13,149.85,beauty,12,0,1,0,3
0,146.35,entertainment,8,0,170,0,2
18,418.52,electronics,16,0,29,0,2
7,272.08,home,2,0,62,0,1
22,166.16,home,19,1,1791,1,0
13,175.66,clothing,18,1,8,0,2
9,371.37,entertainment,3,0,6,0,3
17,253.72,entertainment,9,0,180,1,0
1,305.08,entertainment,17,0,2499,1,1
1,200.56,beauty,11,1,331,1,0
16,430.98,beauty,19,0,209,1,1
12,402.1,beauty,6,0,928,1,1
7,182.37,home,13,1,162,1,0
3,97.4,clothing,12,0,10,0,3
16,228.68,clothing,17,0,940,1,0
9,212.71,electronics,13,0,2134,0,2
18,402.18,food,16,1,20,0,1
14,218.0,home,4,0,1,0,3
13,45.13,food,4,1,166,1,0
7,364.88,beauty,13,0,1,0,3
17,395.38,beauty,17,0,2,0,3
20,283.7,beauty,2,1,6,0,1
3,160.36,home,8,1,120,1,0
17,210.91,beauty,13,1,1,0,2
16,160.33,beauty,1,0,1091,1,1
18,172.67,entertainment,7,0,825,1,0
0,38.95,electronics,12,0,232,1,1
17,50.86,electronics,18,1,9,0,2
20,405.17,home,10,0,31,0,2
3,98.9,entertainment,12,1,251,1,1
3,289.92,beauty,19,0,14,0,3
13,268.47,clothing,17,0,1563,0,1
2,244.1,home,1,0,4,0,2
4,300.74,food,6,1,3030,0,1
17,454.05,electronics,1,0,398,0,1
3,302.08,clothing,5,0,15356,1,1
4,41.74,food,9,1,1747,1,0
4,25.84,electronics,2,0,18,0,2
6,241.61,beauty,3,0,13,0,2
11,263.46,electronics,13,1,41,0,1
17,8.42,entertainment,4,0,411,0,0
5,453.03,beauty,5,0,55,0,3
1,497.37,home,12,0,199,0,2
15,338.52,food,4,1,30,0,1
20,36.42,clothing,4,0,3777,1,0
21,356.68,food,20,1,34,0,2
6,34.35,electronics,12,0,1,0,2
15,292.5,food,2,1,3636,1,0
3,396.4,beauty,11,0,57,0,3
22,254.92,home,4,0,3,0,2
22,196.52,clothing,19,0,444,0,2
1,483.61,electronics,1,1,469,1,0
4,378.49,food,14,1,1428,1,0
8,389.11,beauty,18,0,348,1,0
23,399.14,entertainment,2,0,1,0,3
22,307.54,clothing,9,1,1,0,3
7,140.22,home,11,1,1,0,1
11,19.77,entertainment,1,0,20,0,2
23,169.55,home,2,1,76,1,0
14,134.83,entertainment,14,0,91,1,0
19,320.65,electronics,19,0,996,0,2
4,306.15,electronics,3,1,213,0,1
21,12.96,home,12,1,186,0,0
20,224.32,entertainment,6,0,255,1,1
20,269.16,entertainment,13,0,6,0,3
19,404.18,food,2,1,390,0,0
9,250.21,home,13,1,7,0,1
21,357.54,home,11,1,156,1,0
21,196.77,home,15,0,767,1,0
12,196.54,beauty,18,0,997,1,1
6,157.68,home,5,1,1,0,2
17,299.28,beauty,14,0,871,1,1
12,187.94,food,16,1,4,0,2
9,27.18,clothing,12,0,191,0,2
4,107.11,beauty,5,0,8126,1,1
6,173.4,electronics,13,0,2233,1,0
10,373.84,home,20,1,970,1,0
2,229.05,clothing,12,0,703,1,1
4,9.09,electronics,8,1,3,0,2
6,360.9,home,9,1,13,0,0
10,308.25,home,8,1,235,1,0
4,67.8,beauty,4,1,3466,1,0
4,461.07,home,9,0,57,0,3
7,364.14,electronics,3,1,190,1,0
17,463.49,entertainment,17,0,2,0,3
6,342.05,beauty,15,0,130,0,2
17,79.81,electronics,2,0,126,1,0
3,216.41,home,5,1,242,1,0
19,470.46,beauty,17,1,64,1,0
0,480.26,beauty,19,0,19,0,3
5,486.84,electronics,15,0,16,0,3
13,406.33,beauty,11,0,115,0,3
9,389.27,electronics,5,0,46,0,0
9,253.62,home,5,1,36,0,0
15,412.86,food,11,1,73,0,1
4,321.5,food,11,1,3,0,2
16,341.38,food,18,1,164,1,0
7,129.62,electronics,8,0,24,0,2
16,481.28,food,1,0,45,0,2
15,220.4,entertainment,2,0,23,0,2
15,153.12,beauty,17,0,1,0,3
4,32.53,entertainment,11,0,17,0,3
6,359.81,entertainment,18,0,304,1,0
11,389.68,beauty,5,0,407,1,0
20,22.06,electronics,3,1,1,0,1
7,6.88,clothing,1,0,961,1,0
9,180.96,home,20,1,2848,1,0
22,233.37,electronics,7,1,1,0,1
19,425.85,clothing,4,0,239,1,0
7,410.25,electronics,19,0,357,1,0
13,421.79,entertainment,1,0,1,0,3
23,106.98,beauty,10,0,73,1,1
19,250.69,beauty,18,0,5,0,3
22,209.61,clothing,17,0,4472,1,1
15,258.31,clothing,5,1,1,0,2
4,252.07,electronics,7,0,469,0,2
7,259.91,entertainment,10,0,2934,1,0
6,111.12,food,6,1,1,0,1
10,135.7,clothing,15,1,638,0,0
21,63.24,electronics,17,1,403,1,0
14,158.28,entertainment,16,0,7,0,3
7,204.33,entertainment,12,0,449,1,0
14,191.92,beauty,5,0,1,0,3
4,64.47,food,18,1,171,0,1
6,430.07,home,14,0,3,0,2
15,280.02,electronics,15,1,263,1,0
6,301.35,food,1,0,73,0,2
11,323.7,entertainment,19,0,119,0,3
12,203.44,entertainment,2,0,25,0,2
7,51.78,food,9,1,177,1,0
10,262.92,beauty,9,0,85,0,2
2,60.67,home,10,0,2,0,3
11,53.55,electronics,6,1,579,0,0
23,121.34,home,3,1,3,0,2
9,281.76,beauty,8,0,176,1,0
16,51.95,beauty,14,0,47,0,2
11,370.37,home,12,1,46,1,0
2,313.22,entertainment,19,0,19,0,3
6,382.72,entertainment,7,0,6719,1,1
18,250.79,entertainment,13,0,66,0,2
15,246.62,home,7,1,93,0,0
2,108.27,electronics,3,0,23,0,2
2,294.49,food,18,1,158,0,0
17,400.73,food,14,1,1,0,1
6,104.24,home,1,0,51,0,2
12,61.92,clothing,2,1,2561,1,0
19,57.6,electronics,17,0,173,1,0
5,375.94,entertainment,9,0,282,1,2
2,134.47,home,20,1,224,1,0
23,264.66,entertainment,4,0,759,1,0
8,413.63,beauty,20,1,69,0,2
21,303.38,clothing,11,0,14,0,2
16,332.43,clothing,13,0,17,0,2
12,233.59,food,13,1,39,0,1
18,339.41,clothing,2,0,573,0,2
14,94.7,electronics,8,0,744,1,0
16,400.23,home,19,1,236,1,0
8,456.03,home,16,1,13,0,1
20,185.2,beauty,15,0,631,1,0
15,236.12,clothing,4,0,457,1,0
19,52.46,entertainment,16,0,10,0,3
23,419.16,entertainment,1,0,21,0,3
16,173.46,home,18,0,15,0,2
21,277.4,clothing,2,0,13,0,2
21,304.45,food,12,1,9,0,3
15,431.69,home,10,0,3,0,2
6,496.47,entertainment,9,0,9,0,3
5,194.43,food,16,1,10,0,2
13,443.09,electronics,20,1,1,0,2
8,369.0,home,15,0,1041,1,0
19,133.35,home,9,0,1,0,2
11,180.02,beauty,8,0,12,0,3
